Date,Open,High,Low,Close,Adj Close,Volume
2021-02-25,27.43,27.47,26.6,26.65,26.65,38683463
2021-02-26,25.83,26.67,25.77,26.28,26.28,36540266
2021-03-01,26.68,27.15,26.43,26.94,26.94,33788064
2021-03-02,27.32,27.48,26.41,26.72,26.72,40297951
2021-03-03,26.65,27.28,26.38,27.25,27.25,39826588
2021-03-04,27.09,27.87,26.62,26.62,26.62,62643300
2021-03-05,26.0,27.08,25.83,26.58,26.58,34067635
2021-03-08,26.85,27.3,24.9,24.96,24.96,48790842
2021-03-09,24.95,25.2,23.33,24.1,24.1,61608355
2021-03-10,24.65,24.74,24.05,24.49,24.49,32769565
2021-03-11,24.0,25.55,23.5,25.15,25.15,44118741
2021-03-12,25.34,26.55,25.11,26.4,26.4,71165955
2021-03-15,26.07,27.1,26.05,26.56,26.56,75546466
2021-03-16,26.85,27.07,25.6,27.0,27.0,62514227
2021-03-17,26.8,27.35,26.58,27.29,27.29,52579738
2021-03-18,27.56,30.02,27.26,30.02,30.02,143964480
2021-03-19,29.8,30.6,29.07,29.19,29.19,105786310
2021-03-22,29.13,30.12,28.97,29.44,29.44,62345027
2021-03-23,29.46,29.74,28.64,28.9,28.9,45649377
2021-03-24,28.89,29.09,28.13,28.49,28.49,41330888
2021-03-25,28.32,29.39,27.97,28.89,28.89,45084762
2021-03-26,29.63,30.23,29.37,29.81,29.81,55460964
2021-03-29,29.7,29.81,28.6,28.78,28.78,43529046
2021-03-30,28.85,29.99,28.5,29.32,29.32,44720061
2021-03-31,29.11,29.19,28.23,28.29,28.29,36705710
2021-04-01,28.3,29.45,28.29,28.64,28.64,38085473
2021-04-02,29.01,29.45,28.65,29.14,29.14,45778958
2021-04-06,29.67,30.43,29.2,29.34,29.34,59247059
2021-04-07,29.24,29.29,28.42,29.15,29.15,36727651
2021-04-08,28.8,29.46,28.66,28.7,28.7,25737858
2021-04-09,28.75,29.07,28.45,28.6,28.6,26217506
2021-04-12,29.38,29.65,28.03,28.12,28.12,54293391
2021-04-13,27.57,28.2,26.51,27.87,27.87,45200747
2021-04-14,28.08,28.9,27.69,28.69,28.69,32839992
2021-04-15,28.55,29.1,28.51,28.77,28.77,26180710
2021-04-16,28.75,28.85,27.58,28.07,28.07,38640515
2021-04-19,28.13,29.22,27.84,29.11,29.11,46916269
2021-04-20,28.9,29.7,28.65,29.05,29.05,47420147
2021-04-21,28.86,29.49,28.82,29.03,29.03,35325473
2021-04-22,29.35,30.12,28.68,29.15,29.15,58911842
2021-04-23,29.17,29.47,28.57,28.68,28.68,43078773
2021-04-26,28.61,29.0,27.45,27.45,27.45,69655472
2021-04-27,28.01,28.94,27.54,27.79,27.79,56955257
2021-04-28,27.0,27.85,26.8,27.6,27.6,68935834
2021-04-29,28.11,28.21,26.95,27.16,27.16,53454698
2021-04-30,27.01,27.95,27.01,27.63,27.63,43514390
2021-05-06,27.3,28.15,27.0,27.81,27.81,53889182
2021-05-07,27.81,27.86,26.66,26.7,26.7,49125347
2021-05-10,26.89,27.44,26.89,27.3,27.3,32708523
2021-05-11,27.0,28.08,26.82,27.97,27.97,43469417
2021-05-12,27.82,28.13,27.6,28.06,28.06,30285305
2021-05-13,27.7,27.96,27.12,27.24,27.24,30788850
2021-05-14,27.4,27.47,27.03,27.37,27.37,23942327
2021-05-17,27.36,28.12,27.3,27.66,27.66,35492612
2021-05-18,27.53,27.76,27.05,27.26,27.26,29781247
2021-05-19,27.21,28.15,27.21,28.05,28.05,44413098
2021-05-20,28.04,28.39,27.71,28.27,28.27,35477590
2021-05-21,28.55,28.85,27.47,27.56,27.56,47644762
2021-05-24,27.29,27.4,26.81,27.22,27.22,35397495
2021-05-25,27.19,27.22,26.6,27.22,27.22,46397884
2021-05-26,27.23,27.33,26.7,26.83,26.83,35822857
2021-05-27,26.7,27.4,26.6,27.13,27.13,44905153
2021-05-28,27.2,27.59,26.94,27.03,27.03,35434067
2021-05-31,27.1,29.25,27.1,28.8,28.8,99417433
2021-06-01,28.83,29.05,28.37,28.94,28.94,67777245
2021-06-02,28.94,29.5,28.63,28.78,28.78,53648791
2021-06-03,28.84,29.28,28.55,28.64,28.64,39463313
2021-06-04,28.6,29.13,28.19,28.78,28.78,35566989
2021-06-07,29.0,29.4,28.6,29.12,29.12,40135751
2021-06-08,29.13,29.49,28.51,28.99,28.99,36529606
2021-06-09,28.75,29.5,28.72,29.4,29.4,45584655
2021-06-10,29.4,30.66,29.06,30.07,30.07,111222624
2021-06-11,29.95,30.24,29.48,29.62,29.62,64877165
2021-06-15,29.51,29.96,29.08,29.58,29.58,43297070
2021-06-16,29.32,29.52,28.28,28.75,28.75,55344393
2021-06-17,28.8,31.07,28.61,30.95,30.95,94636352
2021-06-18,31.15,31.35,29.73,30.3,30.3,93086688
2021-06-21,31.51,33.33,31.51,32.82,32.82,161093750
2021-06-22,33.07,33.59,31.6,33.19,33.19,121817634
2021-06-23,33.42,36.49,33.24,36.0,36.0,133667944
2021-06-24,36.21,36.6,35.51,35.99,35.99,87192266
2021-06-25,36.01,36.85,35.58,35.94,35.94,59743445
2021-06-28,36.25,36.6,35.67,36.2,36.2,61842473
2021-06-29,36.2,37.39,36.0,36.31,36.31,82614541
2021-06-30,36.33,39.1,35.28,38.6,38.6,112856648
2021-07-01,38.6,38.71,36.8,36.91,36.91,66356069
2021-07-02,37.0,38.6,36.8,37.29,37.29,78879596
2021-07-05,37.9,38.15,36.5,37.39,37.39,56592369
2021-07-06,37.51,37.67,35.7,36.74,36.74,60589085
2021-07-07,36.4,39.8,36.02,39.19,39.19,90636657
2021-07-08,39.6,40.08,39.01,39.31,39.31,55594364
2021-07-09,39.0,40.0,38.01,39.48,39.48,55655373
2021-07-12,39.91,42.5,39.58,41.69,41.69,87753103
2021-07-13,41.31,42.44,41.01,42.01,42.01,55459879
2021-07-14,42.01,42.14,39.5,40.9,40.9,79825413
2021-07-15,42.2,44.99,41.85,44.96,44.96,161783161
2021-07-16,44.99,46.58,44.85,45.05,45.05,102542419
2021-07-19,45.71,46.29,44.31,45.0,45.0,69887971
2021-07-20,44.58,45.65,44.1,44.91,44.91,43119057
2021-07-21,45.25,47.16,45.03,46.32,46.32,64361913
2021-07-22,46.03,46.86,45.31,46.38,46.38,58532832
2021-07-23,46.28,50.1,46.0,48.87,48.87,94855705
2021-07-26,49.5,49.88,46.92,49.19,49.19,78770811
2021-07-27,48.3,51.19,44.27,44.27,44.27,121469716
2021-07-28,43.39,46.48,42.95,44.99,44.99,120776018
2021-07-29,46.69,49.49,46.15,49.49,49.49,100867746
2021-07-30,49.4,51.65,48.4,50.06,50.06,85251409
2021-08-02,50.0,51.0,46.85,48.86,48.86,91546386
2021-08-03,50.0,50.0,45.2,46.01,46.01,87583548
2021-08-04,46.48,49.92,46.39,49.68,49.68,77040986
2021-08-05,49.18,49.92,48.31,49.13,49.13,52067879
2021-08-06,49.65,50.12,47.55,49.2,49.2,61777258
2021-08-09,49.31,49.56,46.72,48.4,48.4,63836458
2021-08-10,49.3,52.41,48.42,49.9,49.9,97003601
2021-08-11,49.3,51.3,48.26,50.41,50.41,66012821
2021-08-12,49.9,50.85,48.68,48.71,48.71,56034362
2021-08-13,47.68,48.95,46.76,46.81,46.81,64688996
2021-08-16,46.81,48.08,45.88,46.53,46.53,55590604
2021-08-17,47.0,47.59,45.5,45.77,45.77,47571665
2021-08-18,45.91,46.95,43.74,44.72,44.72,70084720
2021-08-19,45.0,47.35,44.62,46.61,46.61,55913313
2021-08-20,46.47,47.12,45.51,46.2,46.2,39927824
2021-08-23,46.55,49.5,46.1,49.2,49.2,72644582
2021-08-24,49.49,50.79,48.76,49.4,49.4,53254009
2021-08-25,49.6,51.54,48.64,51.14,51.14,62618792
2021-08-26,51.17,53.45,50.36,50.63,50.63,60619967
2021-08-27,50.66,53.3,50.64,52.35,52.35,56135540
2021-08-30,53.35,56.24,52.57,54.92,54.92,77799435
2021-08-31,54.18,55.26,53.15,54.0,54.0,53042585
2021-09-01,54.8,54.97,48.86,49.93,49.93,87194051
2021-09-02,50.18,52.25,50.02,51.45,51.45,60261131
2021-09-03,50.9,52.3,48.67,49.32,49.32,54912307
2021-09-06,49.32,49.56,46.68,48.96,48.96,59166942
2021-09-07,49.49,50.73,49.04,49.5,49.5,43571167
2021-09-08,50.0,50.48,47.27,47.38,47.38,60582023
2021-09-09,47.9,47.95,46.81,47.49,47.49,43792910
2021-09-10,47.8,48.8,46.95,47.94,47.94,52523736
2021-09-13,48.13,48.25,45.69,46.59,46.59,50600605
2021-09-14,47.32,47.79,46.3,46.8,46.8,38712365
2021-09-15,46.8,49.56,46.7,49.18,49.18,70462055
2021-09-16,49.2,49.5,45.95,46.0,46.0,68374466
2021-09-17,45.0,46.5,42.9,45.2,45.2,62932250
2021-09-22,47.0,47.65,45.7,46.86,46.86,58026560
2021-09-23,46.91,47.64,46.23,46.65,46.65,41831224
2021-09-24,46.42,48.15,45.33,47.3,47.3,52647364
2021-09-27,48.8,49.56,46.46,47.61,47.61,56546976
2021-09-28,47.31,47.94,46.13,46.29,46.29,39088636
2021-09-29,45.36,46.6,44.58,45.08,45.08,52010724
2021-09-30,45.32,46.05,44.66,45.87,45.87,35606495
2021-10-08,46.55,47.4,45.61,46.2,46.2,50333179
2021-10-11,46.5,46.87,45.02,46.1,46.1,39608609
2021-10-12,46.0,46.75,43.51,44.36,44.36,51893383
2021-10-13,44.8,48.54,44.5,48.01,48.01,78236857
2021-10-14,48.02,49.99,48.02,49.04,49.04,72306118
2021-10-15,51.0,51.0,49.04,49.32,49.32,113972523
2021-10-18,49.52,50.65,49.39,49.75,49.75,73853554
2021-10-19,50.3,50.64,48.38,49.98,49.98,86011795
2021-10-20,50.05,53.38,49.74,51.9,51.9,95481433
2021-10-21,51.59,51.84,49.2,49.63,49.63,82259108
2021-10-22,49.08,50.39,48.8,49.46,49.46,47901583
2021-10-25,49.32,51.51,49.3,50.76,50.76,62640841
2021-10-26,51.58,52.18,49.37,49.49,49.49,74928883
2021-10-27,49.7,50.5,49.4,50.15,50.15,59929625
2021-10-28,50.4,51.77,49.51,49.65,49.65,59049009
2021-10-29,49.7,52.51,48.2,52.36,52.36,102481320
2021-11-01,51.9,52.5,49.27,49.56,49.56,116961250
2021-11-02,49.2,49.51,46.56,47.05,47.05,121197804
2021-11-03,48.99,50.5,47.56,48.25,48.25,114066708
2021-11-04,49.54,50.37,49.0,49.54,49.54,74577267
2021-11-05,49.08,49.18,47.75,48.15,48.15,54249899
2021-11-08,47.4,48.5,47.19,48.13,48.13,45210085
2021-11-09,48.77,49.5,47.88,48.43,48.43,43443063
2021-11-10,48.35,48.35,46.89,47.68,47.68,48245257
2021-11-11,47.9,48.27,46.9,47.11,47.11,45061451
2021-11-12,47.8,48.4,47.34,47.85,47.85,53184825
2021-11-15,47.36,47.72,45.83,46.01,46.01,62833664
2021-11-16,45.99,46.16,45.0,45.5,45.5,52406585
2021-11-17,45.5,46.5,45.13,46.21,46.21,46711542
2021-11-18,45.98,46.38,45.33,45.77,45.77,31711168
2021-11-19,46.2,46.8,45.54,46.42,46.42,47082517
2021-11-22,46.38,47.33,46.11,47.01,47.01,51437527
2021-11-23,46.79,47.2,46.02,46.15,46.15,41210869
2021-11-24,46.0,46.1,44.5,44.94,44.94,62585658
2021-11-25,44.75,45.3,44.02,44.92,44.92,34190821
2021-11-26,44.9,45.62,44.7,45.37,45.37,29849931
2021-11-29,44.81,45.73,44.5,44.83,44.83,43903440
2021-11-30,44.82,45.18,44.55,45.0,45.0,30377489
2021-12-01,44.0,44.3,41.92,42.18,42.18,105829268
2021-12-02,41.7,42.37,41.05,41.27,41.27,64487732
2021-12-03,41.2,41.55,40.5,41.35,41.35,65496634
2021-12-06,41.42,42.2,41.05,41.05,41.05,39712733
2021-12-07,41.05,41.46,39.96,41.2,41.2,50903305
2021-12-08,41.34,41.52,40.22,40.76,40.76,51415881
2021-12-09,40.76,41.56,40.39,41.44,41.44,48982137
2021-12-10,41.25,42.23,41.03,41.69,41.69,59002023
2021-12-13,41.7,42.49,41.31,41.95,41.95,43340937
2021-12-14,41.79,42.11,41.34,41.52,41.52,28763392
2021-12-15,41.03,42.2,40.81,41.62,41.62,26656921
2021-12-16,41.47,42.5,41.2,42.36,42.36,37345787
2021-12-17,41.6,41.75,40.35,40.42,40.42,56412995
2021-12-20,39.91,40.3,38.93,39.74,39.74,49624761
2021-12-21,39.86,40.22,39.23,40.15,40.15,27362004
2021-12-22,40.15,40.93,39.99,40.32,40.32,29114129
2021-12-23,40.3,40.73,40.15,40.38,40.38,21192113
2021-12-24,40.28,40.37,39.44,40.0,40.0,29244565
2021-12-27,39.72,40.1,38.6,38.89,38.89,33506907
2021-12-28,38.92,40.77,38.65,40.63,40.63,39183293
2021-12-29,40.29,40.85,38.3,39.36,39.36,56666327
2021-12-30,39.0,41.1,39.0,40.54,40.54,47895962
2021-12-31,41.35,42.34,41.34,41.75,41.75,56762942
2022-01-04,42.01,42.16,40.0,40.07,40.07,46026165
2022-01-05,40.37,40.72,39.51,39.77,39.77,39238222
2022-01-06,39.51,40.1,38.85,39.08,39.08,33430540
2022-01-07,39.08,39.48,37.7,37.74,37.74,46749474
2022-01-10,37.58,38.34,37.48,37.79,37.79,27967066
2022-01-11,37.79,39.55,37.6,39.45,39.45,50606562
2022-01-12,39.91,41.5,39.28,41.36,41.36,61968672
2022-01-13,41.39,41.84,40.7,41.2,41.2,46059779
2022-01-14,40.72,42.15,40.72,40.84,40.84,33351370
2022-01-17,41.42,42.4,40.9,41.01,41.01,36145034
2022-01-18,40.77,41.55,40.68,41.1,41.1,24308673
2022-01-19,41.05,41.2,40.6,40.78,40.78,26182943
2022-01-20,40.7,41.88,40.38,40.75,40.75,31357978
2022-01-21,40.62,41.25,40.28,40.91,40.91,27371109
2022-01-24,40.83,41.85,40.54,41.72,41.72,36956087
2022-01-25,41.16,42.69,41.16,41.65,41.65,49928665
2022-01-26,42.2,43.57,41.36,43.38,43.38,62183644
2022-01-27,43.0,43.6,42.48,42.6,42.6,49203627
2022-01-28,43.39,43.9,41.9,42.9,42.9,52507897
2022-02-07,43.77,44.99,43.1,43.68,43.68,47357485
2022-02-08,43.2,43.2,41.5,42.39,42.39,41376465
2022-02-09,42.05,42.88,42.0,42.5,42.5,27697567
2022-02-10,42.81,44.19,42.3,43.4,43.4,47991917
2022-02-11,43.0,44.12,42.13,42.31,42.31,38603431
2022-02-14,41.75,43.51,41.31,42.33,42.33,36772120
2022-02-15,42.86,43.68,42.4,43.53,43.53,37311769
2022-02-16,44.01,44.44,42.82,42.95,42.95,29959766
2022-02-17,42.8,44.02,42.6,43.41,43.41,35340562
2022-02-18,43.12,43.64,42.93,43.32,43.32,21084512
2022-02-21,43.12,45.27,43.04,44.98,44.98,57325733
2022-02-22,44.73,46.3,44.6,45.55,45.55,64003908
2022-02-23,45.99,46.89,45.95,46.66,46.66,54244434
2022-02-24,46.49,48.0,46.0,46.81,46.81,74571807
2022-02-25,47.86,48.25,47.0,47.49,47.49,42171587
2022-02-28,47.33,48.19,46.8,47.98,47.98,41458272
2022-03-01,48.5,49.61,47.6,47.96,47.96,47042010
2022-03-02,47.6,47.85,46.52,47.66,47.66,38201962
2022-03-03,47.91,48.02,46.29,46.67,46.67,27864875
2022-03-04,46.01,47.64,46.01,46.9,46.9,36567972
2022-03-07,46.88,47.0,45.18,46.02,46.02,42174626
2022-03-08,46.6,47.96,45.85,46.29,46.29,54560053
2022-03-09,47.4,48.08,45.51,47.3,47.3,68132808
2022-03-10,48.5,48.98,47.26,47.36,47.36,62541475
2022-03-11,46.58,47.86,45.9,47.3,47.3,44301410
2022-03-14,47.0,47.93,46.1,46.12,46.12,36015258
2022-03-15,45.2,46.09,43.78,44.05,44.05,55847272
2022-03-16,45.0,45.7,42.77,45.53,45.53,65189421
2022-03-17,46.0,46.38,45.4,45.58,45.58,45815766
2022-03-18,45.3,45.58,44.29,44.8,44.8,30894380
2022-03-21,45.98,46.59,45.09,45.89,45.89,35350751
2022-03-22,46.22,46.28,44.11,44.38,44.38,34259151
2022-03-23,45.13,45.15,44.19,44.55,44.55,24515311
2022-03-24,44.08,44.55,43.5,44.12,44.12,22807304
2022-03-25,44.17,44.77,43.0,43.15,43.15,25476961
2022-03-28,42.46,43.3,42.18,42.82,42.82,22644845
2022-03-29,43.0,43.59,42.08,42.92,42.92,22463392
2022-03-30,43.45,44.16,42.5,44.16,44.16,32699952
2022-03-31,43.75,44.11,42.57,42.7,42.7,26107654
2022-04-01,42.39,43.34,41.84,41.99,41.99,34312258
2022-04-06,41.5,41.69,40.21,40.68,40.68,40833378
2022-04-07,40.67,41.1,40.12,40.38,40.38,24358127
2022-04-08,41.23,42.25,40.45,41.91,41.91,34797150
2022-04-11,41.5,41.85,40.36,40.53,40.53,31723845
2022-04-12,40.97,42.61,40.26,42.58,42.58,39226459
2022-04-13,42.3,42.96,41.85,42.5,42.5,28865362
2022-04-14,42.7,43.44,42.39,43.15,43.15,28279414
2022-04-15,42.5,42.5,39.9,40.41,40.41,65718219
2022-04-18,39.93,41.5,39.66,41.14,41.14,30228331
2022-04-19,41.6,42.1,41.22,41.61,41.61,26890475
2022-04-20,41.59,42.0,40.59,40.71,40.71,22598497
2022-04-21,40.5,40.9,38.0,38.33,38.33,41065894
2022-04-22,38.01,39.43,37.73,38.77,38.77,41106676
2022-04-25,37.96,38.8,35.57,35.73,35.73,41771200
2022-04-26,35.8,36.29,34.1,34.21,34.21,44112348
2022-04-27,33.88,37.63,33.66,37.5,37.5,58675001
2022-04-28,37.45,39.45,37.01,38.48,38.48,47525533
2022-04-29,38.72,39.35,37.68,39.02,39.02,45273298
2022-05-05,39.03,39.43,38.1,39.02,39.02,52890652
2022-05-06,38.01,38.95,38.01,38.17,38.17,33850216
2022-05-09,38.0,38.8,37.74,37.96,37.96,29757373
2022-05-10,37.32,41.2,37.07,40.08,40.08,52114301
2022-05-11,40.18,41.84,39.99,40.85,40.85,45821614
2022-05-12,40.86,41.03,39.59,40.14,40.14,33740827
2022-05-13,40.63,40.89,39.82,40.04,40.04,23339914
2022-05-16,40.7,41.33,39.5,39.55,39.55,26020458
2022-05-17,39.51,40.7,39.4,40.54,40.54,30187314
2022-05-18,40.57,41.37,40.24,40.97,40.97,29048429
2022-05-19,40.4,44.36,40.37,44.03,44.03,72175724
2022-05-20,43.79,44.5,43.38,44.0,44.0,39165676
2022-05-23,43.99,44.13,43.01,43.86,43.86,29927209
2022-05-24,43.81,44.6,42.51,42.68,42.68,39471465
2022-05-25,42.51,43.1,42.06,42.68,42.68,31343945
2022-05-26,42.71,43.43,42.16,42.87,42.87,28299646
2022-05-27,43.3,43.58,42.17,42.55,42.55,26484917
2022-05-30,42.71,42.94,42.07,42.75,42.75,22837359
2022-05-31,43.41,43.92,42.51,43.6,43.6,41209357
2022-06-01,43.41,43.44,42.85,43.0,43.0,26301556
2022-06-02,42.87,44.07,42.63,43.75,43.75,44764814
2022-06-06,43.75,46.06,43.4,45.49,45.49,62687621
2022-06-07,45.97,46.52,44.79,45.08,45.08,44517681
2022-06-08,44.8,45.27,44.01,44.97,44.97,35905371
2022-06-09,44.9,46.68,44.82,45.12,45.12,48068781
2022-06-10,44.8,45.85,44.4,45.73,45.73,53705583
2022-06-13,45.72,46.93,45.46,46.38,46.38,52193658
2022-06-14,45.83,46.1,44.17,45.51,45.51,51592433
2022-06-15,45.51,46.59,44.67,44.83,44.83,44094063
2022-06-16,44.95,47.29,44.81,46.43,46.43,55384793
2022-06-17,46.3,47.5,46.0,46.79,46.79,58245627
2022-06-20,47.49,47.77,45.9,47.0,47.0,45166396
2022-06-21,47.04,48.29,46.09,46.65,46.65,45158222
2022-06-22,46.77,47.79,46.45,46.5,46.5,30558448
2022-06-23,46.72,47.1,45.02,46.65,46.65,39138409
2022-06-24,46.12,47.37,46.12,46.78,46.78,37558476
2022-06-27,48.9,49.38,48.37,49.2,49.2,84291144
2022-06-28,49.4,54.12,49.2,54.12,54.12,95587048
2022-06-29,56.21,57.7,53.28,53.54,53.54,162159749
2022-06-30,55.0,58.89,54.35,58.89,58.89,119931549
2022-07-01,60.66,62.21,57.87,59.17,59.17,123297353
2022-07-04,58.41,60.15,57.89,59.18,59.18,78115513
2022-07-05,59.0,62.12,58.95,60.89,60.89,87784207
2022-07-06,60.01,61.02,59.18,59.8,59.8,52825530
2022-07-07,59.87,61.18,58.63,60.61,60.61,48382288
2022-07-08,60.7,61.6,59.69,59.8,59.8,41173398
2022-07-11,59.64,59.98,56.15,56.9,56.9,77774096
2022-07-12,57.4,59.55,57.29,57.6,57.6,54280508
2022-07-13,57.6,58.2,55.69,57.49,57.49,44726110
2022-07-14,57.61,59.33,57.3,58.5,58.5,42709972
2022-07-15,56.82,58.41,55.83,56.01,56.01,74929547
2022-07-18,56.72,56.78,52.14,54.41,54.41,73590833
2022-07-19,54.28,54.88,52.79,53.22,53.22,38653251
2022-07-20,53.95,54.52,53.2,53.75,53.75,35382704
2022-07-21,54.01,55.16,53.1,54.09,54.09,58116012
2022-07-22,53.6,56.0,52.58,54.75,54.75,58466704
2022-07-25,54.4,54.75,52.56,52.69,52.69,45760110
2022-07-26,53.38,54.38,52.31,53.53,53.53,40526285
2022-07-27,53.5,55.33,52.7,54.82,54.82,48555941
2022-07-28,55.01,55.5,52.2,52.35,52.35,70246986
2022-07-29,52.38,53.16,50.65,50.87,50.87,69278311
2022-08-01,51.13,52.34,50.74,51.74,51.74,38766510
2022-08-02,50.82,51.94,49.98,50.46,50.46,44876926
2022-08-03,51.51,52.79,50.79,50.93,50.93,54685089
2022-08-04,51.41,51.58,49.4,50.18,50.18,41288298
2022-08-05,50.48,50.89,49.43,50.72,50.72,40842333
2022-08-08,50.9,50.9,48.8,49.86,49.86,40079328
2022-08-09,49.86,52.77,49.6,51.59,51.59,66679059
2022-08-10,51.03,51.74,50.4,50.92,50.92,40857853
2022-08-11,51.28,51.98,50.4,51.7,51.7,36888276
2022-08-12,51.74,51.89,50.5,50.58,50.58,30712885
2022-08-15,50.73,55.64,50.73,55.64,55.64,115289663
2022-08-16,55.64,55.74,54.2,54.45,54.45,81757822
2022-08-17,55.0,56.68,54.34,54.5,54.5,60327697
2022-08-18,54.12,56.05,54.12,55.24,55.24,45619399
2022-08-19,55.24,55.6,53.1,53.78,53.78,59723441
2022-08-22,54.06,55.55,53.5,54.65,54.65,44494014
2022-08-23,54.67,56.12,54.67,55.27,55.27,48448072
2022-08-24,55.25,55.78,53.89,54.2,54.2,37257255
2022-08-25,54.2,54.7,51.9,52.79,52.79,44563732
2022-08-26,53.22,53.48,50.73,51.05,51.05,46385848
2022-08-29,50.3,51.9,49.52,50.95,50.95,32468734
2022-08-30,51.2,51.49,50.01,50.79,50.79,23300712
2022-08-31,50.75,51.25,47.65,48.11,48.11,60940500
2022-09-01,48.56,49.47,48.19,48.57,48.57,25666106
2022-09-02,48.71,49.27,47.31,47.61,47.61,34777069
2022-09-05,47.65,49.0,47.65,48.25,48.25,33870046
2022-09-06,48.59,50.2,47.55,49.8,49.8,45123089
2022-09-07,49.2,50.34,49.15,49.31,49.31,35948366
2022-09-08,49.8,50.66,49.09,49.86,49.86,40931504
2022-09-09,49.6,49.74,48.22,49.25,49.25,33211914
2022-09-13,49.04,49.45,48.21,48.79,48.79,23994275
2022-09-14,47.91,48.8,47.85,48.27,48.27,21254201
2022-09-15,48.5,48.72,44.01,44.81,44.81,80256343
2022-09-16,44.81,45.4,43.8,44.0,44.0,37608370
2022-09-19,44.08,44.89,43.81,44.05,44.05,25229809
2022-09-20,44.49,45.5,44.12,44.82,44.82,28793577
2022-09-21,44.43,44.72,43.8,43.97,43.97,24127188
2022-09-22,43.7,44.32,43.08,43.82,43.82,27361517
2022-09-23,43.79,44.55,42.57,43.06,43.06,26318266
2022-09-26,43.01,45.24,42.55,44.15,44.15,44346056
2022-09-27,44.64,45.9,43.92,45.73,45.73,48757857
2022-09-28,45.8,46.18,44.18,44.27,44.27,34679878
2022-09-29,45.8,45.89,44.44,45.25,45.25,34019195
2022-09-30,46.55,46.6,44.56,44.76,44.76,50938247
2022-10-10,44.58,45.53,43.0,43.34,43.34,35080805
2022-10-11,43.59,44.3,43.1,43.4,43.4,26381736
2022-10-12,43.13,44.18,40.24,44.0,44.0,62138046
2022-10-13,43.89,45.11,43.5,43.5,43.5,35186995
2022-10-14,44.13,46.66,42.8,45.68,45.68,67758697
2022-10-17,44.81,45.23,44.04,44.75,44.75,38698226
2022-10-18,45.3,45.6,44.44,44.78,44.78,34534692
2022-10-19,44.51,44.89,43.38,43.41,43.41,31649620
2022-10-20,43.39,43.4,41.21,42.16,42.16,41499268
2022-10-21,42.4,42.65,40.8,41.94,41.94,40615266
2022-10-24,41.55,42.05,40.45,40.82,40.82,31998095
2022-10-25,41.1,42.48,40.52,41.76,41.76,37608841
2022-10-26,41.87,43.5,41.64,43.11,43.11,42522480
2022-10-27,43.47,44.99,42.61,42.72,42.72,43352793
2022-10-28,42.5,43.03,40.54,40.9,40.9,36363692
2022-10-31,40.0,40.99,39.0,39.5,39.5,49094680
2022-11-01,39.7,41.74,39.65,41.73,41.73,58317826
2022-11-02,41.5,42.36,41.21,41.9,41.9,34038412
2022-11-03,41.38,42.77,41.13,41.62,41.62,38555997
2022-11-04,41.71,45.78,41.65,45.78,45.78,86898915
2022-11-07,46.57,47.5,45.83,46.67,46.67,67393911
2022-11-08,46.2,46.59,44.8,45.44,45.44,44806724
2022-11-09,45.36,45.58,44.03,44.33,44.33,36289068
2022-11-10,44.06,44.44,42.88,43.41,43.41,41406121
2022-11-11,44.9,45.19,43.33,43.77,43.77,46486890
